Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Gisborne region","65-69 years","Total people, ethnic group","Female","2006",870,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Male","2006",2980,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Female","2006",3200,
"Taranaki region","65-69 years","Total people, ethnic group","Male","2006",2140,
"Taranaki region","65-69 years","Total people, ethnic group","Female","2006",2330,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Male","2006",4620,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Female","2006",4920,
"Wellington region","65-69 years","Total people, ethnic group","Male","2006",7770,
"Wellington region","65-69 years","Total people, ethnic group","Female","2006",8390,
"Tasman region","65-69 years","Total people, ethnic group","Male","2006",960,
"Tasman region","65-69 years","Total people, ethnic group","Female","2006",990,
"Nelson region","65-69 years","Total people, ethnic group","Male","2006",810,
"Nelson region","65-69 years","Total people, ethnic group","Female","2006",890,
"Marlborough region","65-69 years","Total people, ethnic group","Male","2006",1160,
"Marlborough region","65-69 years","Total people, ethnic group","Female","2006",1030,
"West Coast region","65-69 years","Total people, ethnic group","Male","2006",750,
"West Coast region","65-69 years","Total people, ethnic group","Female","2006",690,
"Canterbury region","65-69 years","Total people, ethnic group","Male","2006",10210,
"Canterbury region","65-69 years","Total people, ethnic group","Female","2006",11070,
"Otago region","65-69 years","Total people, ethnic group","Male","2006",3950,
"Otago region","65-69 years","Total people, ethnic group","Female","2006",4040,
"Southland region","65-69 years","Total people, ethnic group","Male","2006",1920,
"Southland region","65-69 years","Total people, ethnic group","Female","2006",1970,
"Northland region","70-74 years","Total people, ethnic group","Male","2006",2690,
"Northland region","70-74 years","Total people, ethnic group","Female","2006",2670,
"Auckland region","70-74 years","Total people, ethnic group","Male","2006",14500,
"Auckland region","70-74 years","Total people, ethnic group","Female","2006",16260,
"Waikato region","70-74 years","Total people, ethnic group","Male","2006",5890,
"Waikato region","70-74 years","Total people, ethnic group","Female","2006",6070,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Male","2006",4500,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Female","2006",4810,
"Gisborne region","70-74 years","Total people, ethnic group","Male","2006",630,
"Gisborne region","70-74 years","Total people, ethnic group","Female","2006",720,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Male","2006",2340,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Female","2006",2640,
"Taranaki region","70-74 years","Total people, ethnic group","Male","2006",1810,
"Taranaki region","70-74 years","Total people, ethnic group","Female","2006",1910,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Male","2006",3640,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Female","2006",4150,
"Wellington region","70-74 years","Total people, ethnic group","Male","2006",5940,
"Wellington region","70-74 years","Total people, ethnic group","Female","2006",6580,
"Tasman region","70-74 years","Total people, ethnic group","Male","2006",740,
"Tasman region","70-74 years","Total people, ethnic group","Female","2006",770,
"Nelson region","70-74 years","Total people, ethnic group","Male","2006",700,
"Nelson region","70-74 years","Total people, ethnic group","Female","2006",740,
"Marlborough region","70-74 years","Total people, ethnic group","Male","2006",820,
"Marlborough region","70-74 years","Total people, ethnic group","Female","2006",870,
"West Coast region","70-74 years","Total people, ethnic group","Male","2006",570,
"West Coast region","70-74 years","Total people, ethnic group","Female","2006",500,
"Canterbury region","70-74 years","Total people, ethnic group","Male","2006",8060,
"Canterbury region","70-74 years","Total people, ethnic group","Female","2006",9070,
"Otago region","70-74 years","Total people, ethnic group","Male","2006",3050,
"Otago region","70-74 years","Total people, ethnic group","Female","2006",3370,
"Southland region","70-74 years","Total people, ethnic group","Male","2006",1490,
"Southland region","70-74 years","Total people, ethnic group","Female","2006",1640,
"Northland region","75-79 years","Total people, ethnic group","Male","2006",2150,
"Northland region","75-79 years","Total people, ethnic group","Female","2006",2250,
"Auckland region","75-79 years","Total people, ethnic group","Male","2006",11870,
"Auckland region","75-79 years","Total people, ethnic group","Female","2006",14190,
"Waikato region","75-79 years","Total people, ethnic group","Male","2006",4630,
"Waikato region","75-79 years","Total people, ethnic group","Female","2006",5240,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Male","2006",3870,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Female","2006",4300,
"Gisborne region","75-79 years","Total people, ethnic group","Male","2006",490,
"Gisborne region","75-79 years","Total people, ethnic group","Female","2006",630,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Male","2006",1960,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Female","2006",2330,
"Taranaki region","75-79 years","Total people, ethnic group","Male","2006",1530,
"Taranaki region","75-79 years","Total people, ethnic group","Female","2006",1820,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Male","2006",3140,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Female","2006",3570,
"Wellington region","75-79 years","Total people, ethnic group","Male","2006",4800,
"Wellington region","75-79 years","Total people, ethnic group","Female","2006",5850,
"Tasman region","75-79 years","Total people, ethnic group","Male","2006",570,
"Tasman region","75-79 years","Total people, ethnic group","Female","2006",580,
"Nelson region","75-79 years","Total people, ethnic group","Male","2006",560,
"Nelson region","75-79 years","Total people, ethnic group","Female","2006",780,
"Marlborough region","75-79 years","Total people, ethnic group","Male","2006",680,
"Marlborough region","75-79 years","Total people, ethnic group","Female","2006",790,
"West Coast region","75-79 years","Total people, ethnic group","Male","2006",410,
"West Coast region","75-79 years","Total people, ethnic group","Female","2006",440,
"Canterbury region","75-79 years","Total people, ethnic group","Male","2006",7040,
"Canterbury region","75-79 years","Total people, ethnic group","Female","2006",8740,
"Otago region","75-79 years","Total people, ethnic group","Male","2006",2650,
"Otago region","75-79 years","Total people, ethnic group","Female","2006",3090,
"Southland region","75-79 years","Total people, ethnic group","Male","2006",1220,
"Southland region","75-79 years","Total people, ethnic group","Female","2006",1420,
"Northland region","80-84 years","Total people, ethnic group","Male","2006",1260,
"Northland region","80-84 years","Total people, ethnic group","Female","2006",1610,
"Auckland region","80-84 years","Total people, ethnic group","Male","2006",7630,
"Auckland region","80-84 years","Total people, ethnic group","Female","2006",11240,
"Waikato region","80-84 years","Total people, ethnic group","Male","2006",2790,
"Waikato region","80-84 years","Total people, ethnic group","Female","2006",3900,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Male","2006",2430,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Female","2006",3270,
"Gisborne region","80-84 years","Total people, ethnic group","Male","2006",290,
"Gisborne region","80-84 years","Total people, ethnic group","Female","2006",450,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Male","2006",1210,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Female","2006",1890,
"Taranaki region","80-84 years","Total people, ethnic group","Male","2006",980,
"Taranaki region","80-84 years","Total people, ethnic group","Female","2006",1500,
"Manawatu-Wanganui region","80-84 years","Total people, ethnic group","Male","2006",1960,
"Manawatu-Wanganui region","80-84 years","Total people, ethnic group","Female","2006",2820,
"Wellington region","80-84 years","Total people, ethnic group","Male","2006",3110,
"Wellington region","80-84 years","Total people, ethnic group","Female","2006",4640,
"Tasman region","80-84 years","Total people, ethnic group","Male","2006",380,
"Tasman region","80-84 years","Total people, ethnic group","Female","2006",560,
"Nelson region","80-84 years","Total people, ethnic group","Male","2006",440,
"Nelson region","80-84 years","Total people, ethnic group","Female","2006",630,
"Marlborough region","80-84 years","Total people, ethnic group","Male","2006",450,
"Marlborough region","80-84 years","Total people, ethnic group","Female","2006",570,
"West Coast region","80-84 years","Total people, ethnic group","Male","2006",280,
"West Coast region","80-84 years","Total people, ethnic group","Female","2006",360,
"Canterbury region","80-84 years","Total people, ethnic group","Male","2006",4610,
"Canterbury region","80-84 years","Total people, ethnic group","Female","2006",6950,
"Otago region","80-84 years","Total people, ethnic group","Male","2006",1640,
"Otago region","80-84 years","Total people, ethnic group","Female","2006",2500,
"Southland region","80-84 years","Total people, ethnic group","Male","2006",700,
"Southland region","80-84 years","Total people, ethnic group","Female","2006",1130,
"Northland region","85 years and over","Total people, ethnic group","Male","2006",700,
"Northland region","85 years and over","Total people, ethnic group","Female","2006",1400,
"Auckland region","85 years and over","Total people, ethnic group","Male","2006",4820,
"Auckland region","85 years and over","Total people, ethnic group","Female","2006",10940,
"Waikato region","85 years and over","Total people, ethnic group","Male","2006",1660,
